C02-1122 ==> H01-1043:0.9578, C04-1174:0.9563, W02-1608:0.9258, I08-2110:0.9224, P09-2052:0.8665, N06-1023:0.8437, I05-1005:0.8289, P06-1022:0.7841, D07-1032:0.7799, P02-1028:0.7798
W08-1111 ==> W10-4233:0.8819, P09-2076:0.8751, W10-1617:0.8668, P08-2050:0.8629, W09-0628:0.8619, N07-1021:0.8544, W05-1601:0.8539, W10-4214:0.8523, P05-1070:0.8451, E09-2009:0.8377
W00-0801 ==> P02-1033:0.9588, P04-1037:0.8390, W04-0843:0.8258, W03-1702:0.8102, W04-1609:0.8095, P04-1039:0.8073, P02-1044:0.7777, P06-1056:0.7772, W03-0406:0.7556, W02-0805:0.7522
W09-0403 ==> P11-2027:0.9490, P12-1098:0.9413, W12-2201:0.9393, W11-2120:0.9371, W10-1752:0.9366, P08-3005:0.9356, W08-0330:0.9354, D14-1026:0.9341, W12-0111:0.9339, P09-2034:0.9329
W04-0215 ==> W04-2322:0.9642, C04-1007:0.9594, W04-1009:0.9537, C04-1048:0.9505, W04-0903:0.9323, W03-0901:0.9030, W04-0906:0.9005, W04-2601:0.8997, W04-0904:0.8975, L08-1264:0.8905
C04-1055 ==> W05-1524:0.9723, W08-2227:0.9707, W05-1525:0.9484, W09-0507:0.9407, W05-1526:0.9405, W06-3502:0.9202, W07-1207:0.9157, P13-2131:0.9054, W09-1506:0.8995, W09-1502:0.8806
W10-3505 ==> W10-4119:0.9821, P11-4022:0.9719, N09-1056:0.9715, S10-1098:0.9714, W06-0607:0.9711, L08-1617:0.9664, W06-0303:0.9578, W07-2022:0.9572, W07-1515:0.9572, P13-2093:0.9572
W03-1302 ==> C02-1097:0.9785, C02-1168:0.9361, I05-3012:0.9045, I08-4006:0.9036, W04-0806:0.8924, C10-1121:0.8886, W02-2015:0.8880, C04-1131:0.8858, H01-1060:0.8840, W04-0844:0.8825
P14-1093 ==> D14-1161:0.8309, E14-1059:0.8074, C14-1135:0.8031, W09-1111:0.7973, S12-1055:0.7844, W11-1708:0.7815, W11-1707:0.7788, W10-0913:0.7670, C08-1114:0.7644, S12-1071:0.7618
H01-1028 ==> W01-1607:0.9916, C02-1081:0.9887, W05-1624:0.9880, W06-2711:0.9858, P06-1024:0.9576, P07-1100:0.9364, P06-2085:0.9301, L08-1494:0.9218, E03-1072:0.9193, W07-1524:0.9124
W99-0625 ==> P01-1062:0.9564, W13-1012:0.9527, P99-1019:0.9495, W99-0609:0.9482, W13-3407:0.9478, P99-1072:0.9470, H01-1012:0.9469, W11-2008:0.9467, N07-2005:0.9464, W08-0702:0.9449
