C02-1122 ==> C04-1174:0.9666, H01-1043:0.9425, W02-1608:0.9353, I08-2110:0.9298, N06-1023:0.8873, D09-1151:0.8837, P09-2052:0.8735, I05-1005:0.8460, I08-1065:0.8349, D07-1032:0.8205
W08-1111 ==> W10-1617:0.9080, P05-1070:0.8553, W08-0130:0.8448, W10-4233:0.8347, W13-4005:0.8292, P04-1011:0.8288, W11-2010:0.8249, P09-2076:0.8234, W06-1412:0.8181, W09-0628:0.8138
W00-0801 ==> P02-1033:0.9616, P04-1037:0.8183, W04-1609:0.8051, P04-1039:0.8028, W04-0843:0.8006, W03-1702:0.7977, P02-1044:0.7891, W00-0802:0.7748, W02-0805:0.7668, P06-1056:0.7472
W09-0403 ==> W14-4003:0.9608, W08-0324:0.9585, W14-4719:0.9538, W10-1755:0.9505, C14-1193:0.9501, W13-2245:0.9478, P10-2015:0.9474, W08-0330:0.9443, W12-2201:0.9436, L08-1143:0.9427
W04-0215 ==> W04-1009:0.9778, C04-1007:0.9747, W04-2322:0.9617, C04-1048:0.9325, W04-0211:0.9193, N07-3006:0.9163, W04-0201:0.9102, W03-0901:0.9086, W06-3003:0.9077, W04-0903:0.9045
C04-1055 ==> W08-2227:0.9712, W05-1525:0.9572, W05-1526:0.9491, W09-0507:0.9417, W09-1506:0.9405, W07-1207:0.9303, W06-3502:0.9241, W05-1524:0.9103, W06-2304:0.8824, P08-2062:0.8778
W10-3505 ==> W10-4119:0.9726, P11-4022:0.9602, N06-3005:0.9596, L08-1617:0.9594, W10-3209:0.9582, C10-2036:0.9555, W13-1611:0.9543, W06-0303:0.9537, P06-1133:0.9530, W06-0607:0.9516
W03-1302 ==> C02-1097:0.9354, C02-1168:0.9094, P07-2028:0.9029, D13-1104:0.8934, W03-1708:0.8932, W01-0707:0.8913, I08-5009:0.8892, W09-1002:0.8874, H01-1060:0.8860, N10-1055:0.8848
P14-1093 ==> C08-1024:0.9050, C14-1135:0.8785, D12-1057:0.8719, P10-1067:0.8571, W09-1703:0.8571, P06-2086:0.8532, W09-1111:0.8485, W14-4506:0.8466, W11-1707:0.8423, L08-1462:0.8337
H01-1028 ==> W01-1607:0.9943, C02-1081:0.9896, W06-2711:0.9854, W05-1624:0.9817, P06-1024:0.9504, P06-2085:0.9461, E03-1072:0.9374, W01-1621:0.9066, P07-1100:0.8979, W10-1307:0.8892
W99-0625 ==> P99-1019:0.9745, W10-4336:0.9667, W09-2821:0.9588, W09-3032:0.9557, W00-1409:0.9556, W03-2108:0.9556, W10-4351:0.9552, N04-3011:0.9548, P99-1071:0.9540, W04-1302:0.9537
